ANO,CO_MES,CO_GEO,CO_PRDT,kt_true,kt_test,kt_test_lr,experiment_id,oc_true,oc_test,oc_proba
36,02~mes,817800_15~geo,31042090~prdt,120.82600402832031,22.728397658242123,20.93817015174482,77b0e5a2-5741-476f-bb2f-4fd4353792b1,1.0,1.0,0.5698106321782792
36,08~mes,817800_15~geo,31042090~prdt,280.20599365234375,58.184498296234324,171.72273512604403,77b0e5a2-5741-476f-bb2f-4fd4353792b1,1.0,1.0,0.7520000000000002
37,02~mes,817800_15~geo,31042090~prdt,40.0,35.512217689328715,68.16929242250731,77b0e5a2-5741-476f-bb2f-4fd4353792b1,1.0,1.0,0.8024050943896142
37,08~mes,817800_15~geo,31042090~prdt,85.41456604003906,97.77499010026784,233.80293660332177,77b0e5a2-5741-476f-bb2f-4fd4353792b1,1.0,1.0,0.7476190476190471
38,02~mes,817800_15~geo,31042090~prdt,48.4267578125,54.473059926305,66.70770457483104,77b0e5a2-5741-476f-bb2f-4fd4353792b1,1.0,1.0,0.8580841469761746
38,08~mes,817800_15~geo,31042090~prdt,62.12289047241211,108.77799639489355,205.3560181445763,77b0e5a2-5741-476f-bb2f-4fd4353792b1,1.0,1.0,0.7795454545454545
39,02~mes,817800_15~geo,31042090~prdt,47.3766975402832,50.06834698951915,70.234435061191,77b0e5a2-5741-476f-bb2f-4fd4353792b1,1.0,1.0,0.7305382691223312
39,08~mes,817800_15~geo,31042090~prdt,13.12382984161377,114.09814543845819,101.43725433349613,77b0e5a2-5741-476f-bb2f-4fd4353792b1,1.0,1.0,0.7830434782608694
40,02~mes,817800_15~geo,31042090~prdt,106.47779083251953,60.214704543333184,68.86957468305314,77b0e5a2-5741-476f-bb2f-4fd4353792b1,1.0,1.0,0.7351017646783901
40,08~mes,817800_15~geo,31042090~prdt,104.91927337646484,105.0894740139942,39.36715807233543,77b0e5a2-5741-476f-bb2f-4fd4353792b1,1.0,1.0,0.7841666666666666
41,02~mes,817800_15~geo,31042090~prdt,,45.476260005818474,93.37337980951582,77b0e5a2-5741-476f-bb2f-4fd4353792b1,,1.0,0.6711874314581036
41,08~mes,817800_15~geo,31042090~prdt,,108.5160547524082,51.07578083447049,77b0e5a2-5741-476f-bb2f-4fd4353792b1,,1.0,0.8000000000000003
